 Year_name,Price,Kms,Fuel,Ownership,Type,Model,Year,Name
2021 Maruti Vitara Brezza,"9,30,000","7,689 km",Petrol,2,Manual,ZXI,2021 ,Maruti Vitara Brezza
2016 Maruti Vitara Brezza,"6,86,000","77,722 km",Diesel,1,Manual,ZDI,2016 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"6,04,000","98,557 km",Diesel,1,Manual,VDI,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,76,000","45,655 km",Diesel,1,Manual,ZDI,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,34,000","64,938 km",Diesel,1,Manual,ZDI PLUS,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,35,000","91,454 km",Diesel,1,Manual,ZDI PLUS,2018 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,53,000","54,125 km",Diesel,2,Automatic,VDI AMT,2019 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,14,000","83,523 km",Diesel,1,Manual,VDI,2019 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"8,75,000","74,766 km",Diesel,1,Automatic,ZDI AMT,2019 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"8,26,000","48,600 km",Diesel,1,Manual,ZDI PLUS,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"8,02,000","89,151 km",Diesel,1,Automatic,ZDI PLUS AMT,2018 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"9,21,000","17,637 km",Diesel,1,Automatic,ZDI AMT,2019 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,86,000","87,576 km",Diesel,1,Automatic,ZDI AMT,2019 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,56,000","18,939 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,85,000","9,999 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,42,000","64,938 km",Diesel,1,Manual,ZDI PLUS,2018 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,66,000","57,617 km",Diesel,1,Automatic,VDI AMT,2019 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,67,000","51,765 km",Diesel,1,Manual,VDI,2019 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"6,04,000","98,557 km",Diesel,1,Manual,VDI,2018 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"9,21,000","17,637 km",Diesel,1,Automatic,ZDI AMT,2019 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"8,75,000","74,766 km",Diesel,1,Automatic,ZDI AMT,2019 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"8,95,000","34,843 km",Diesel,1,Automatic,ZDI + AMT,2018 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"9,49,000","7,689 km",Petrol,2,Manual,ZXI,2021 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,76,000","29,589 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"8,02,000","89,151 km",Diesel,1,Automatic,ZDI PLUS AMT,2018 ,Maruti Vitara Brezza
2019 Maruti Baleno,"5,21,000","29,905 km",Petrol,1,Manual,SIGMA PETROL 1.2,2019 ,Maruti Baleno
2017 Maruti Baleno,"5,04,000","20,275 km",Petrol,1,Manual,DELTA PETROL 1.2,2017 ,Maruti Baleno
2020 Maruti Baleno,"6,63,000","29,750 km",Petrol,1,Manual,DELTA PETROL 1.2,2020 ,Maruti Baleno
2019 Maruti Baleno,"6,25,000","34,496 km",Petrol,1,Manual,ZETA PETROL 1.2,2019 ,Maruti Baleno
2016 Maruti Baleno,"4,67,000","50,935 km",Petrol,2,Manual,DELTA PETROL 1.2,2016 ,Maruti Baleno
2020 Maruti Baleno,"6,51,000","32,492 km",Petrol,1,Manual,DELTA PETROL 1.2,2020 ,Maruti Baleno
2019 Maruti Baleno,"5,85,000","48,397 km",Petrol,2,Manual,DELTA PETROL 1.2,2019 ,Maruti Baleno
2015 Maruti Baleno,"4,94,000","41,694 km",Petrol,1,Manual,DELTA PETROL 1.2,2015 ,Maruti Baleno
2019 Maruti Baleno,"5,16,000","29,905 km",Petrol,1,Manual,SIGMA PETROL 1.2,2019 ,Maruti Baleno
2017 Maruti Baleno,"5,89,000","64,616 km",Petrol,1,Automatic,ZETA CVT PETROL 1.2,2017 ,Maruti Baleno
2019 Maruti Baleno,"7,30,000","27,188 km",Petrol,1,Automatic,ALPHA CVT PETROL 1.2,2019 ,Maruti Baleno
2017 Maruti Baleno,"5,04,000","20,275 km",Petrol,1,Manual,DELTA PETROL 1.2,2017 ,Maruti Baleno
2023 Maruti Baleno,"8,08,000","5,726 km",Petrol,2,Manual,ZETA PETROL 1.2,2023 ,Maruti Baleno
2017 Maruti Baleno,"6,00,000","32,062 km",Petrol,1,Manual,ALPHA PETROL 1.2,2017 ,Maruti Baleno
2020 Maruti Baleno,"6,45,000","22,982 km",Petrol,2,Manual,ZETA PETROL 1.2,2020 ,Maruti Baleno
2018 Maruti Baleno,"5,66,000","53,683 km",CNG,1,Manual,DELTA PETROL 1.2,2018 ,Maruti Baleno
2016 Maruti Baleno,"4,60,000","97,852 km",Petrol,1,Manual,DELTA PETROL 1.2,2016 ,Maruti Baleno
2018 Maruti Baleno,"5,76,000","50,874 km",Petrol,1,Manual,DELTA PETROL 1.2,2018 ,Maruti Baleno
2016 Maruti Baleno,"4,66,000","67,985 km",Petrol,1,Manual,DELTA PETROL 1.2,2016 ,Maruti Baleno
2019 Maruti Baleno,"6,69,000","72,555 km",CNG,1,Manual,ZETA PETROL 1.2,2019 ,Maruti Baleno
2017 Maruti Baleno,"5,03,000","1,16,039 km",CNG,1,Manual,ZETA PETROL 1.2,2017 ,Maruti Baleno
2020 Maruti Baleno,"6,44,000","32,492 km",Petrol,1,Manual,DELTA PETROL 1.2,2020 ,Maruti Baleno
2019 Maruti Baleno,"6,04,000","28,991 km",Petrol,1,Manual,DELTA PETROL 1.2,2019 ,Maruti Baleno
2016 Maruti Baleno,"5,07,000","28,131 km",Petrol,2,Manual,DELTA PETROL 1.2,2016 ,Maruti Baleno
2020 Maruti Baleno,"6,76,000","35,053 km",Petrol,1,Manual,DELTA PETROL 1.2,2020 ,Maruti Baleno
2020 Maruti Baleno,"7,07,000","26,354 km",CNG,2,Manual,ZETA PETROL 1.2,2020 ,Maruti Baleno
2018 Maruti Baleno,"6,17,000","20,599 km",Petrol,2,Manual,ALPHA PETROL 1.2,2018 ,Maruti Baleno
2017 Maruti Baleno,"5,78,000","46,883 km",Petrol,1,Automatic,ZETA CVT PETROL 1.2,2017 ,Maruti Baleno
2017 Maruti Baleno,"5,89,000","64,616 km",Petrol,1,Automatic,ZETA CVT PETROL 1.2,2017 ,Maruti Baleno
2020 Maruti Baleno,"6,45,000","22,982 km",Petrol,2,Manual,ZETA PETROL 1.2,2020 ,Maruti Baleno
2019 Maruti Baleno,"6,69,000","72,555 km",CNG,1,Manual,ZETA PETROL 1.2,2019 ,Maruti Baleno
2017 Maruti Baleno,"5,04,000","20,275 km",Petrol,1,Manual,DELTA PETROL 1.2,2017 ,Maruti Baleno
2019 Maruti Baleno,"6,04,000","28,991 km",Petrol,1,Manual,DELTA PETROL 1.2,2019 ,Maruti Baleno
2016 Maruti Baleno,"5,35,000","50,090 km",Petrol,1,Automatic,DELTA CVT PETROL 1.2,2016 ,Maruti Baleno
2020 Maruti Baleno,"6,51,000","32,492 km",Petrol,1,Manual,DELTA PETROL 1.2,2020 ,Maruti Baleno
2016 Maruti Baleno,"5,07,000","28,131 km",Petrol,2,Manual,DELTA PETROL 1.2,2016 ,Maruti Baleno
2018 Maruti Baleno,"5,76,000","50,874 km",Petrol,1,Manual,DELTA PETROL 1.2,2018 ,Maruti Baleno
2017 Maruti Baleno,"5,03,000","1,16,039 km",CNG,1,Manual,ZETA PETROL 1.2,2017 ,Maruti Baleno
2019 Maruti Baleno,"5,74,000","62,610 km",Petrol,1,Manual,DELTA PETROL 1.2,2019 ,Maruti Baleno
2019 Maruti Baleno,"5,85,000","48,397 km",Petrol,2,Manual,DELTA PETROL 1.2,2019 ,Maruti Baleno
2017 Maruti Baleno,"5,00,000","1,00,102 km",Petrol,1,Manual,ZETA PETROL 1.2,2017 ,Maruti Baleno
2021 Maruti Baleno,"6,43,000","42,431 km",Petrol,1,Manual,DELTA PETROL 1.2,2021 ,Maruti Baleno
2020 Maruti Baleno,"6,40,000","60,810 km",CNG,1,Manual,DELTA PETROL 1.2,2020 ,Maruti Baleno
2016 Ford Ecosport,"5,09,000","67,312 km",Petrol,1,Manual,AMBIENTE 1.5L PETROL,2016 ,Ford Ecosport
2018 Ford Ecosport,"6,73,000","49,437 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2015 Ford Ecosport,"5,02,000","92,975 km",Petrol,1,Automatic,TITANIUM 1.5L PETROL AT,2015 ,Ford Ecosport
2018 Ford Ecosport,"7,23,000","54,308 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2018 ,Ford Ecosport
2018 Ford Ecosport,"8,65,000","34,393 km",CNG,2,Manual,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),2018 ,Ford Ecosport
2015 Ford Ecosport,"5,58,000","42,516 km",CNG,2,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2018 Ford Ecosport,"6,40,000","37,750 km",Diesel,1,Manual,AMBIENTE 1.5L DIESEL,2018 ,Ford Ecosport
2018 Ford Ecosport,"7,03,000","54,831 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2019 Ford Ecosport,"7,41,000","45,739 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2019 ,Ford Ecosport
2019 Ford Ecosport,"8,22,000","31,548 km",Diesel,1,Manual,TITANIUM 1.5L DIESEL,2019 ,Ford Ecosport
2019 Ford Ecosport,"7,22,000","64,517 km",Petrol,2,Manual,TITANIUM 1.5L PETROL,2019 ,Ford Ecosport
2015 Ford Ecosport,"5,56,000","40,632 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2016 Ford Ecosport,"5,56,000","58,172 km",Petrol,2,Manual,1.0 TREND+ (ECOBOOST),2016 ,Ford Ecosport
2017 Ford Ecosport,"5,67,000","52,450 km",Petrol,2,Manual,TREND 1.5L PETROL,2017 ,Ford Ecosport
2017 Ford Ecosport,"7,28,000","14,241 km",Petrol,1,Manual,TITANIUM+ 1.0L ECOBOOST,2017 ,Ford Ecosport
2015 Ford Ecosport,"5,47,000","80,965 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2018 Ford Ecosport,"9,40,000","47,942 km",Petrol,1,Manual,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL,2018 ,Ford Ecosport
2018 Ford Ecosport,"6,87,000","77,285 km",Diesel,1,Manual,TITANIUM 1.5L DIESEL,2018 ,Ford Ecosport
2017 Ford Ecosport,"6,83,000","91,641 km",Petrol,1,Automatic,TITANIUM + 1.5L PETROL AT,2017 ,Ford Ecosport
2018 Ford Ecosport,"7,36,000","45,730 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2016 Ford Ecosport,"5,09,000","67,312 km",Petrol,1,Manual,AMBIENTE 1.5L PETROL,2016 ,Ford Ecosport
2018 Ford Ecosport,"6,73,000","49,437 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2015 Ford Ecosport,"5,02,000","92,975 km",Petrol,1,Automatic,TITANIUM 1.5L PETROL AT,2015 ,Ford Ecosport
2018 Ford Ecosport,"7,23,000","54,308 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2018 ,Ford Ecosport
2018 Ford Ecosport,"8,65,000","34,393 km",CNG,2,Manual,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),2018 ,Ford Ecosport
2015 Ford Ecosport,"5,58,000","42,516 km",CNG,2,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2018 Ford Ecosport,"6,40,000","37,750 km",Diesel,1,Manual,AMBIENTE 1.5L DIESEL,2018 ,Ford Ecosport
2018 Ford Ecosport,"7,03,000","54,831 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2019 Ford Ecosport,"7,41,000","45,739 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2019 ,Ford Ecosport
2019 Ford Ecosport,"8,22,000","31,548 km",Diesel,1,Manual,TITANIUM 1.5L DIESEL,2019 ,Ford Ecosport
2019 Ford Ecosport,"7,22,000","64,517 km",Petrol,2,Manual,TITANIUM 1.5L PETROL,2019 ,Ford Ecosport
2015 Ford Ecosport,"5,56,000","40,632 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2016 Ford Ecosport,"5,56,000","58,172 km",Petrol,2,Manual,1.0 TREND+ (ECOBOOST),2016 ,Ford Ecosport
2017 Ford Ecosport,"5,67,000","52,450 km",Petrol,2,Manual,TREND 1.5L PETROL,2017 ,Ford Ecosport
2017 Ford Ecosport,"7,28,000","14,241 km",Petrol,1,Manual,TITANIUM+ 1.0L ECOBOOST,2017 ,Ford Ecosport
2015 Ford Ecosport,"5,47,000","80,965 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2018 Ford Ecosport,"9,40,000","47,942 km",Petrol,1,Manual,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL,2018 ,Ford Ecosport
2018 Ford Ecosport,"6,87,000","77,285 km",Diesel,1,Manual,TITANIUM 1.5L DIESEL,2018 ,Ford Ecosport
2017 Ford Ecosport,"6,83,000","91,641 km",Petrol,1,Automatic,TITANIUM + 1.5L PETROL AT,2017 ,Ford Ecosport
2018 Ford Ecosport,"7,36,000","45,730 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2016 Ford Ecosport,"5,09,000","67,312 km",Petrol,1,Manual,AMBIENTE 1.5L PETROL,2016 ,Ford Ecosport
2018 Ford Ecosport,"6,73,000","49,437 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2015 Ford Ecosport,"5,02,000","92,975 km",Petrol,1,Automatic,TITANIUM 1.5L PETROL AT,2015 ,Ford Ecosport
2018 Ford Ecosport,"7,23,000","54,308 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2018 ,Ford Ecosport
2018 Ford Ecosport,"8,65,000","34,393 km",CNG,2,Manual,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),2018 ,Ford Ecosport
2015 Ford Ecosport,"5,58,000","42,516 km",CNG,2,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2018 Ford Ecosport,"6,40,000","37,750 km",Diesel,1,Manual,AMBIENTE 1.5L DIESEL,2018 ,Ford Ecosport
2018 Ford Ecosport,"7,03,000","54,831 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2019 Ford Ecosport,"7,41,000","45,739 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2019 ,Ford Ecosport
2019 Ford Ecosport,"8,22,000","31,548 km",Diesel,1,Manual,TITANIUM 1.5L DIESEL,2019 ,Ford Ecosport
2019 Ford Ecosport,"7,22,000","64,517 km",Petrol,2,Manual,TITANIUM 1.5L PETROL,2019 ,Ford Ecosport
2015 Ford Ecosport,"5,56,000","40,632 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2016 Ford Ecosport,"5,56,000","58,172 km",Petrol,2,Manual,1.0 TREND+ (ECOBOOST),2016 ,Ford Ecosport
2017 Ford Ecosport,"5,67,000","52,450 km",Petrol,2,Manual,TREND 1.5L PETROL,2017 ,Ford Ecosport
2017 Ford Ecosport,"7,28,000","14,241 km",Petrol,1,Manual,TITANIUM+ 1.0L ECOBOOST,2017 ,Ford Ecosport
2015 Ford Ecosport,"5,47,000","80,965 km",Petrol,1,Manual,TITANIUM 1.5L PETROL,2015 ,Ford Ecosport
2018 Ford Ecosport,"9,40,000","47,942 km",Petrol,1,Manual,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL,2018 ,Ford Ecosport
2018 Ford Ecosport,"6,87,000","77,285 km",Diesel,1,Manual,TITANIUM 1.5L DIESEL,2018 ,Ford Ecosport
2017 Ford Ecosport,"6,83,000","91,641 km",Petrol,1,Automatic,TITANIUM + 1.5L PETROL AT,2017 ,Ford Ecosport
2018 Ford Ecosport,"7,36,000","45,730 km",Diesel,1,Manual,1.5TITANIUM TDCI,2018 ,Ford Ecosport
2014 Maruti Alto 800,"2,30,000","25,730 km",Petrol,1,Manual,LXI,2014 ,Maruti Alto 800
2015 Maruti Alto 800,"2,35,000","74,113 km",Petrol,1,Manual,LXI,2015 ,Maruti Alto 800
2012 Maruti Alto 800,"2,87,000","21,178 km",Petrol,1,Manual,LXI,2012 ,Maruti Alto 800
2013 Maruti Alto 800,"2,77,000","16,736 km",Petrol,1,Manual,LXI,2013 ,Maruti Alto 800
2014 Maruti Alto 800,"2,77,000","63,813 km",Petrol,1,Manual,LXI,2014 ,Maruti Alto 800
2016 Maruti Alto 800,"3,35,000","24,839 km",Petrol,2,Manual,VXI,2016 ,Maruti Alto 800
2016 Maruti Alto 800,"3,07,000","22,042 km",Petrol,1,Manual,LXI,2016 ,Maruti Alto 800
2012 Maruti Alto 800,"2,56,000","55,429 km",Petrol,2,Manual,LXI,2012 ,Maruti Alto 800
2012 Maruti Alto 800,"2,63,000","55,568 km",Petrol,1,Manual,LXI,2012 ,Maruti Alto 800
2015 Maruti Alto 800,"2,95,000","44,787 km",Petrol,1,Manual,LXI,2015 ,Maruti Alto 800
2012 Maruti Alto 800,"2,65,000","48,775 km",Petrol,2,Manual,LXI,2012 ,Maruti Alto 800
2013 Maruti Alto 800,"2,64,000","59,845 km",Petrol,1,Manual,LXI,2013 ,Maruti Alto 800
2015 Maruti Alto 800,"3,03,000","62,554 km",Petrol,1,Manual,LXI,2015 ,Maruti Alto 800
2013 Maruti Alto 800,"2,65,000","73,065 km",Petrol,1,Manual,LXI,2013 ,Maruti Alto 800
2017 Maruti Alto 800,"3,37,000","41,690 km",Petrol,2,Manual,VXI O,2017 ,Maruti Alto 800
2013 Maruti Alto 800,"2,80,000","56,630 km",Petrol,1,Manual,LXI,2013 ,Maruti Alto 800
2013 Maruti Alto 800,"2,77,000","28,596 km",Petrol,1,Manual,LXI,2013 ,Maruti Alto 800
2012 Maruti Alto 800,"2,83,000","68,582 km",Petrol,1,Manual,LXI,2012 ,Maruti Alto 800
2015 Maruti Alto 800,"3,18,000","12,229 km",Petrol,1,Manual,LXI,2015 ,Maruti Alto 800
2018 Maruti Alto 800,"2,82,000","92,856 km",Petrol,1,Manual,LXI,2018 ,Maruti Alto 800
2013 Maruti Alto 800,"2,33,000","99,427 km",Petrol,2,Manual,LXI,2013 ,Maruti Alto 800
2018 Toyota Corolla Altis,"13,48,000","66,349 km",Petrol,1,Automatic,VL AT,2018 ,Toyota Corolla Altis
2017 Toyota Corolla Altis,"10,69,000","45,060 km",Petrol,2,Manual,GL,2017 ,Toyota Corolla Altis
2015 Toyota Corolla Altis,"8,91,000","51,236 km",Petrol,1,Automatic,VL CVT PETROL,2015 ,Toyota Corolla Altis
2016 Toyota Corolla Altis,"8,54,000","88,365 km",Petrol,1,Automatic,G AT,2016 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,44,000","83,706 km",Petrol,1,Manual,G PETROL,2010 ,Toyota Corolla Altis
2017 Toyota Corolla Altis,"11,15,000","75,836 km",Petrol,1,Automatic,G AT,2017 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"4,06,000","1,00,075 km",Petrol,2,Manual,1.8 G,2011 ,Toyota Corolla Altis
2018 Toyota Corolla Altis,"12,00,000","51,848 km",Diesel,2,Manual,G DIESEL,2018 ,Toyota Corolla Altis
2015 Toyota Corolla Altis,"9,69,000","60,408 km",Petrol,2,Automatic,VL CVT PETROL,2015 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"3,92,000","66,466 km",Petrol,2,Manual,1.8 G,2011 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"3,52,000","53,059 km",CNG,2,Manual,G CNG,2011 ,Toyota Corolla Altis
2012 Toyota Corolla Altis,"4,38,000","91,323 km",Petrol,2,Automatic,G AT,2012 ,Toyota Corolla Altis
2015 Toyota Corolla Altis,"10,23,000","39,314 km",Petrol,1,Automatic,VL CVT PETROL,2015 ,Toyota Corolla Altis
2014 Toyota Corolla Altis,"7,72,000","1,02,477 km",Petrol,2,Automatic,VL AT PETROL,2014 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,83,000","45,685 km",Petrol,1,Manual,1.8 J,2010 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,59,000","69,700 km",Petrol,2,Manual,G PETROL,2010 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"3,85,000","82,699 km",Petrol,2,Manual,G PETROL,2011 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,72,000","58,816 km",Petrol,1,Manual,GL PETROL,2010 ,Toyota Corolla Altis
2018 Toyota Corolla Altis,"11,53,000","1,01,720 km",Diesel,1,Manual,G DIESEL,2018 ,Toyota Corolla Altis
2014 Toyota Corolla Altis,"6,23,000","57,094 km",Petrol,1,Automatic,VL AT PETROL,2014 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,94,000","73,233 km",Petrol,2,Manual,G PETROL,2010 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"3,18,000","79,686 km",Diesel,2,Manual,J DIESEL,2010 ,Toyota Corolla Altis
2014 Toyota Corolla Altis,"6,15,000","68,791 km",Petrol,1,Manual,G PETROL,2014 ,Toyota Corolla Altis
2018 Toyota Corolla Altis,"9,39,000","54,068 km",Petrol,1,Manual,G,2018 ,Toyota Corolla Altis
2018 Toyota Corolla Altis,"10,08,000","79,045 km",Petrol,1,Manual,GL PETROL,2018 ,Toyota Corolla Altis
2016 Toyota Corolla Altis,"7,39,000","80,498 km",Petrol,1,Manual,G,2016 ,Toyota Corolla Altis
2017 Toyota Corolla Altis,"11,07,000","66,207 km",Petrol,1,Automatic,VL AT,2017 ,Toyota Corolla Altis
2012 Toyota Corolla Altis,"4,21,000","78,351 km",Petrol,1,Manual,G,2012 ,Toyota Corolla Altis
2018 Toyota Corolla Altis,"12,00,000","51,848 km",Diesel,2,Manual,G DIESEL,2018 ,Toyota Corolla Altis
2017 Toyota Corolla Altis,"11,15,000","75,836 km",Petrol,1,Automatic,G AT,2017 ,Toyota Corolla Altis
2015 Toyota Corolla Altis,"8,91,000","51,236 km",Petrol,1,Automatic,VL CVT PETROL,2015 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,55,000","69,278 km",Petrol,2,Manual,G PETROL,2010 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"3,92,000","66,466 km",Petrol,2,Manual,1.8 G,2011 ,Toyota Corolla Altis
2018 Toyota Corolla Altis,"11,53,000","1,01,720 km",Diesel,1,Manual,G DIESEL,2018 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,44,000","83,706 km",Petrol,1,Manual,G PETROL,2010 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"3,52,000","53,059 km",CNG,2,Manual,G CNG,2011 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,65,000","58,816 km",Petrol,1,Manual,GL PETROL,2010 ,Toyota Corolla Altis
2014 Toyota Corolla Altis,"7,58,000","1,02,477 km",Petrol,2,Automatic,VL AT PETROL,2014 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"4,06,000","1,00,075 km",Petrol,2,Manual,1.8 G,2011 ,Toyota Corolla Altis
2015 Toyota Corolla Altis,"9,69,000","60,408 km",Petrol,2,Automatic,VL CVT PETROL,2015 ,Toyota Corolla Altis
2012 Toyota Corolla Altis,"4,38,000","91,323 km",Petrol,2,Automatic,G AT,2012 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,83,000","45,685 km",Petrol,1,Manual,1.8 J,2010 ,Toyota Corolla Altis
2011 Toyota Corolla Altis,"3,81,000","82,699 km",Petrol,2,Manual,G PETROL,2011 ,Toyota Corolla Altis
2010 Toyota Corolla Altis,"2,59,000","69,700 km",Petrol,2,Manual,G PETROL,2010 ,Toyota Corolla Altis
2016 Toyota Corolla Altis,"8,54,000","88,365 km",Petrol,1,Automatic,G AT,2016 ,Toyota Corolla Altis
2018 Toyota Corolla Altis,"13,48,000","66,349 km",Petrol,1,Automatic,VL AT,2018 ,Toyota Corolla Altis
2014 Honda Amaze,"4,28,000","34,297 km",Petrol,1,Manual,1.2L I-VTEC EX,2014 ,Honda Amaze
2022 Honda Amaze,"8,75,000","6,732 km",Petrol,1,Manual,1.2L I-VTEC VX,2022 ,Honda Amaze
2018 Honda Amaze,"6,23,000","70,968 km",Petrol,1,Manual,1.2L I-VTEC S,2018 ,Honda Amaze
2014 Honda Amaze,"4,66,000","54,075 km",Petrol,1,Manual,1.2L I-VTEC VX,2014 ,Honda Amaze
2019 Honda Amaze,"7,92,000","45,560 km",Petrol,1,Automatic,1.2L I-VTEC VX CVT,2019 ,Honda Amaze
2022 Honda Amaze,"8,31,000","4,593 km",Petrol,1,Manual,1.2L I-VTEC S,2022 ,Honda Amaze
2018 Honda Amaze,"7,91,000","55,146 km",Petrol,2,Automatic,1.2L I-VTEC V CVT,2018 ,Honda Amaze
2017 Honda Amaze,"4,58,000","1,15,427 km",CNG,1,Manual,1.2L I-VTEC SX,2017 ,Honda Amaze
2014 Honda Amaze,"3,68,000","69,565 km",Petrol,1,Manual,1.2L I-VTEC EX,2014 ,Honda Amaze
2019 Honda Amaze,"7,58,000","16,645 km",Petrol,1,Manual,1.2L I-VTEC V,2019 ,Honda Amaze
2017 Honda Amaze,"4,22,000","97,313 km",Petrol,2,Manual,1.2 SMT I VTEC,2017 ,Honda Amaze
2015 Honda Amaze,"3,50,000","72,908 km",Petrol,2,Manual,1.2L I-VTEC EX,2015 ,Honda Amaze
2018 Honda Amaze,"5,36,000","18,487 km",Petrol,1,Manual,1.2L I-VTEC S OPT,2018 ,Honda Amaze
2019 Honda Amaze,"8,24,000","40,225 km",Petrol,1,Automatic,1.2L I-VTEC VX CVT,2019 ,Honda Amaze
2020 Honda Amaze,"7,58,000","37,158 km",Petrol,1,Automatic,1.2 S CVT I VTEC SPECIAL EDITION,2020 ,Honda Amaze
2019 Honda Amaze,"5,34,000","52,793 km",Petrol,1,Manual,1.2L I-VTEC E,2019 ,Honda Amaze
2020 Honda Amaze,"6,62,000","15,072 km",Petrol,2,Manual,1.2L I-VTEC S,2020 ,Honda Amaze
2019 Honda Amaze,"6,89,000","22,382 km",Petrol,1,Manual,1.2L I-VTEC S,2019 ,Honda Amaze
2018 Honda Amaze,"5,99,000","52,212 km",Petrol,1,Manual,1.2L I-VTEC S,2018 ,Honda Amaze
2014 Honda Amaze,"3,99,000","12,286 km",Petrol,2,Manual,1.2L I-VTEC EX,2014 ,Honda Amaze
2020 Honda Amaze,"7,28,000","34,295 km",Petrol,2,Automatic,1.2L I-VTEC V CVT,2020 ,Honda Amaze
2016 Honda Amaze,"4,83,000","46,305 km",Petrol,1,Manual,1.2L I-VTEC SX,2016 ,Honda Amaze
2018 Honda Amaze,"5,59,000","59,141 km",Petrol,2,Manual,1.2L I-VTEC S,2018 ,Honda Amaze
