MDL,"Model Engineering College, Thrikkakkara.",Ernakulam,4711,ECE
MAC,"M A College of Engineering, Kothamangalam.",Ernakulam,3136,CSE
MDL,"Model Engineering College, Thrikkakkara.",Ernakulam,1835,CSE
IDK,"Engineering College, Idukki",Idukki,26529,IT
IDK,"Engineering College, Idukki",Idukki,16087,ECE
IDK,"Engineering College, Idukki",Idukki,16043,EEE
IDK,"Engineering College, Idukki",Idukki,9128,CSE
IDK,"Engineering College, Idukki",Idukki,7845,ME
TLY,"College of Engineering, Thalassery, Kannur.",Kannur,46544,EEE
TLY,"College of Engineering, Thalassery, Kannur.",Kannur,45991,IT
TLY,"College of Engineering, Thalassery, Kannur.",Kannur,42887,ECE
TLY,"College of Engineering, Thalassery, Kannur.",Kannur,26315,ME
TLY,"College of Engineering, Thalassery, Kannur.",Kannur,20584,CSE
TLY,"College of Engineering, Thalassery, Kannur.",Kannur,19259,CE
KNR,"Govt. College of Engineering, Kannur.",Kannur,12270,ECE
KNR,"Govt. College of Engineering, Kannur.",Kannur,11913,EEE
KNR,"Govt. College of Engineering, Kannur.",Kannur,7796,ME
KNR,"Govt. College of Engineering, Kannur.",Kannur,7297,CE
KNR,"Govt. College of Engineering, Kannur.",Kannur,6363,CSE
KSD,"LBS College of Engineering, Kasaragod.",Kasaragod,46150,ME
KSD,"LBS College of Engineering, Kasaragod.",Kasaragod,44196,EEE
KSD,"LBS College of Engineering, Kasaragod.",Kasaragod,44125,IT
TKR,"College of Engineering, Thrikarippur, Kasaragod.",Kasaragod,42910,IT
TKR,"College of Engineering, Thrikarippur, Kasaragod.",Kasaragod,41359,EEE
TKR,"College of Engineering, Thrikarippur, Kasaragod.",Kasaragod,40397,ECE
KSD,"LBS College of Engineering, Kasaragod.",Kasaragod,39950,ECE
TKR,"College of Engineering, Thrikarippur, Kasaragod.",Kasaragod,30668,CSE
KSD,"LBS College of Engineering, Kasaragod.",Kasaragod,26801,CSE
KSD,"LBS College of Engineering, Kasaragod.",Kasaragod,24352,CE
TKR,"College of Engineering, Thrikarippur, Kasaragod.",Kasaragod,21512,CE
PEC,"College of Engineering, Pathanapuram.",Kollam,46505,ME
CEK,"College of Engineering, Kottarakkara, Kollam.",Kollam,46292,CSE
PEC,"College of Engineering, Pathanapuram.",Kollam,45558,CSE
KNP,"College of Engineering, Karunagappally.",Kollam,45363,EEE
PEC,"College of Engineering, Pathanapuram.",Kollam,45182,EEE
KNP,"College of Engineering, Karunagappally.",Kollam,44249,CSE
KNP,"College of Engineering, Karunagappally.",Kollam,41860,ECE
CEK,"College of Engineering, Kottarakkara, Kollam.",Kollam,41446,ECE
PEC,"College of Engineering, Pathanapuram.",Kollam,37408,CE
PEC,"College of Engineering, Pathanapuram.",Kollam,31272,ECE
TKM,"T K M College of Engineering, Kollam.",Kollam,5665,CHE
TKM,"T K M College of Engineering, Kollam.",Kollam,4955,EEE
TKM,"T K M College of Engineering, Kollam.",Kollam,4209,CE
TKM,"T K M College of Engineering, Kollam.",Kollam,3638,ECE
TKM,"T K M College of Engineering, Kollam.",Kollam,2208,ME
TKM,"T K M College of Engineering, Kollam.",Kollam,1447,CSE
KGR,"College of Engineering, Kidangoor.",Kottayam,46340,IT
KGR,"College of Engineering, Kidangoor.",Kottayam,45838,EEE
PJR,"College of Engineering, Poonjar.",Kottayam,45065,CSE
KGR,"College of Engineering, Kidangoor.",Kottayam,43745,CE
PJR,"College of Engineering, Poonjar.",Kottayam,41538,ECE
PJR,"College of Engineering, Poonjar.",Kottayam,39895,EEE
KGR,"College of Engineering, Kidangoor.",Kottayam,39832,ECE
KGR,"College of Engineering, Kidangoor.",Kottayam,30223,CSE
KTE,"Govt. Rajiv Gandhi Institute of Tech., Kottayam.",Kottayam,7539,EEE
KTE,"Govt. Rajiv Gandhi Institute of Tech., Kottayam.",Kottayam,7216,ECE
KTE,"Govt. Rajiv Gandhi Institute of Tech., Kottayam.",Kottayam,6697,CE
KTE,"Govt. Rajiv Gandhi Institute of Tech., Kottayam.",Kottayam,5092,ME
KTE,"Govt. Rajiv Gandhi Institute of Tech., Kottayam.",Kottayam,3543,CSE
VDA,"College of Engineering, Vadakara, Kozhikode.",Kozhikode,44250,IT
VDA,"College of Engineering, Vadakara, Kozhikode.",Kozhikode,43265,EEE
VDA,"College of Engineering, Vadakara, Kozhikode.",Kozhikode,41392,ECE
VDA,"College of Engineering, Vadakara, Kozhikode.",Kozhikode,28464,CSE
VDA,"College of Engineering, Vadakara, Kozhikode.",Kozhikode,24162,CE
KKE,"Govt. Engineering College, Kozhikkode.",Kozhikode,20235,AEI
KKE,"Govt. Engineering College, Kozhikkode.",Kozhikode,12913,ECE
KKE,"Govt. Engineering College, Kozhikkode.",Kozhikode,8018,CHE
KKE,"Govt. Engineering College, Kozhikkode.",Kozhikode,7754,ME
KKE,"Govt. Engineering College, Kozhikkode.",Kozhikode,6878,CE
MNR,"College of Engineering, Munnar.",Munnar,46614,ME
MNR,"College of Engineering, Munnar.",Munnar,46112,EEE
MNR,"College of Engineering, Munnar.",Munnar,46076,ECE
MNR,"College of Engineering, Munnar.",Munnar,41428,CSE
PKD,"Govt. Engineering College, Sreekrishnapuram.",Palakkad,22405,IT
PKD,"Govt. Engineering College, Sreekrishnapuram.",Palakkad,12845,ECE
NSS,"N S S College of Engineering, Palakkad.",Palakkad,11784,EEE
PKD,"Govt. Engineering College, Sreekrishnapuram.",Palakkad,11483,EEE
NSS,"N S S College of Engineering, Palakkad.",Palakkad,9220,ECE
PKD,"Govt. Engineering College, Sreekrishnapuram.",Palakkad,7632,ME
NSS,"N S S College of Engineering, Palakkad.",Palakkad,7528,ME
NSS,"N S S College of Engineering, Palakkad.",Palakkad,7410,CE
PKD,"Govt. Engineering College, Sreekrishnapuram.",Palakkad,7321,CSE
NSS,"N S S College of Engineering, Palakkad.",Palakkad,4948,CSE
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,46478,ECE
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,45199,CE
ADR,"College of Engineering, Adoor",Pathanamthitta,45039,EEE
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,44927,EEE
ADR,"College of Engineering, Adoor",Pathanamthitta,44054,ECE
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,43837,CSE
ADR,"College of Engineering, Adoor",Pathanamthitta,24082,ME
ADR,"College of Engineering, Adoor",Pathanamthitta,19961,CSE
SCT,"S C T College of Engineering, Pappanamcode.",Thiruvananthapuram,11845,ECE
SCT,"S C T College of Engineering, Pappanamcode.",Thiruvananthapuram,8284,ME
SCT,"S C T College of Engineering, Pappanamcode.",Thiruvananthapuram,5362,CSE
CEM,"College of Engineering, Muttathara.",Thiruvananthapuram,46342,ECE
LBT,"LBS Institute of Tech. for Women, Poojapura, TVPM",Thiruvananthapuram,46174,IT
CEA,"College of Engineering, Attingal, Thiruvananthapuram.",Thiruvananthapuram,45870,EEE
CEA,"College of Engineering, Attingal, Thiruvananthapuram.",Thiruvananthapuram,45776,ECE
CEM,"College of Engineering, Muttathara.",Thiruvananthapuram,45767,EEE
CEM,"College of Engineering, Muttathara.",Thiruvananthapuram,45497,CSE
CEM,"College of Engineering, Muttathara.",Thiruvananthapuram,45141,CE
LBT,"LBS Institute of Tech. for Women, Poojapura, TVPM",Thiruvananthapuram,43542,AEI
CEM,"College of Engineering, Muttathara.",Thiruvananthapuram,42647,ME
CEA,"College of Engineering, Attingal, Thiruvananthapuram.",Thiruvananthapuram,37166,CSE
LBT,"LBS Institute of Tech. for Women, Poojapura, TVPM",Thiruvananthapuram,18882,CSE
LBT,"LBS Institute of Tech. for Women, Poojapura, TVPM",Thiruvananthapuram,16524,ECE
LBT,"LBS Institute of Tech. for Women, Poojapura, TVPM",Thiruvananthapuram,13456,CE
TRV,"Govt. Engineering College, Barton Hills, TVM",Thiruvananthapuram,12606,IT
TRV,"Govt. Engineering College, Barton Hills, TVM",Thiruvananthapuram,7513,EEE
TRV,"Govt. Engineering College, Barton Hills, TVM",Thiruvananthapuram,5365,CE
TRV,"Govt. Engineering College, Barton Hills, TVM",Thiruvananthapuram,4131,ME
TRV,"Govt. Engineering College, Barton Hills, TVM",Thiruvananthapuram,4125,ECE
TVE,"College of Engineering,Thiruvananthapuram.",Thiruvananthapuram,2694,AEI
TVE,"College of Engineering,Thiruvananthapuram.",Thiruvananthapuram,2155,CE
TVE,"College of Engineering,Thiruvananthapuram.",Thiruvananthapuram,1402,EEE
TVE,"College of Engineering,Thiruvananthapuram.",Thiruvananthapuram,935,ME
TVE,"College of Engineering,Thiruvananthapuram.",Thiruvananthapuram,837,ECE
TVE,"College of Engineering,Thiruvananthapuram.",Thiruvananthapuram,606,CSE
TCR,"Govt. Engineering College,Thrissur.",Thrissur,4511,CE
TCR,"Govt. Engineering College,Thrissur.",Thrissur,3975,EEE
TCR,"Govt. Engineering College,Thrissur.",Thrissur,3854,CHE
TCR,"Govt. Engineering College,Thrissur.",Thrissur,2514,ME
TCR,"Govt. Engineering College,Thrissur.",Thrissur,2403,ECE
TCR,"Govt. Engineering College,Thrissur.",Thrissur,1643,CSE
UCK,"University College of Engineering, Kariavattom.",Thiruvananthapuram,44837,ECE
UCK,"University College of Engineering, Kariavattom.",Thiruvananthapuram,41836,IT
UCK,"University College of Engineering, Kariavattom.",Thiruvananthapuram,22618,CSE
UCE,"University College of Engineering,Thodupuzha.",Idukki,46559,EEE
UCE,"University College of Engineering,Thodupuzha.",Idukki,46045,CSE
UCE,"University College of Engineering,Thodupuzha.",Idukki,42308,ECE
WYD,"Govt. Engineering College, Mananthavady.",Wayanad,23409,ECE
WYD,"Govt. Engineering College, Mananthavady.",Wayanad,16108,EEE
WYD,"Govt. Engineering College, Mananthavady.",Wayanad,12433,ME
WYD,"Govt. Engineering College, Mananthavady.",Wayanad,5826,CSE
